Package	LibPath	Version	Priority	Depends	Imports	LinkingTo	Suggests	Enhances	License	License_is_FOSS	License_restricts_use	OS_type	MD5sum	NeedsCompilation	Built
clue	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.3-59		R (>= 3.2.0)	stats, cluster, graphics, methods		e1071, lpSolve (>= 5.5.7), quadprog (>= 1.4-8), relations	"RWeka, ape, cba, cclust, flexclust, flexmix, kernlab, mclust,
movMF, modeltools"	GPL-2					yes	4.1.0
clusterCrit	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.2.8					RUnit, rbenchmark		GPL (>= 2)					yes	4.1.0
clusterGeneration	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.3.7		R (>= 3.5.0), MASS					GPL (>= 2)					no	4.1.0
clusteval	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.1		R (>= 2.15)	parallel, mvtnorm, Rcpp (>= 0.9.13)	Rcpp			MIT						4.1.0
cmprsk	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.2-10		R (>= 3.0.0), survival					GPL (>= 2)					yes	4.1.0
coda	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.19-4		R (>= 2.14.0)	lattice				GPL (>= 2)					no	4.1.0
codetools	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.2-18	recommended	R (>= 2.1)					GPL					no	4.1.0
coin	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.4-1		R (>= 3.6.0), survival	"methods, parallel, stats, stats4, utils, libcoin (>= 1.0-5),
matrixStats (>= 0.54.0), modeltools (>= 0.2-9), mvtnorm (>=
1.0-5), multcomp"	libcoin (>= 1.0-5)	xtable, e1071, vcd, TH.data (>= 1.0-7)		GPL-2					yes	4.1.0
coloc	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	5.1.0		R (>= 2.10)	"data.table, ggplot2, methods, viridis, stats, grDevices,
susieR (>= 0.11.33), utils"		knitr, testthat, snpStats, mvtnorm, magrittr, rmarkdown		GPL					no	4.1.0
colormap	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.1.4		R (>= 3.1.0)	V8, stringr, ggplot2		scales, testthat		MIT + file LICENSE					no	4.1.0
colorspace	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.0-1		R (>= 3.0.0), methods	graphics, grDevices, stats		"datasets, utils, KernSmooth, MASS, kernlab, mvtnorm, vcd,
tcltk, shiny, shinyjs, ggplot2, dplyr, scales, grid, png, jpeg,
knitr, rmarkdown, RColorBrewer, rcartocolor, scico, viridis,
wesanderson"		BSD_3_clause + file LICENSE					yes	4.1.0
colourpicker	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.1.0		R (>= 3.1.0)	"ggplot2, htmltools, htmlwidgets (>= 0.7), jsonlite, miniUI (>=
0.1.1), shiny (>= 0.11.1), shinyjs (>= 2.0.0), utils"		"knitr (>= 1.7), rmarkdown, rstudioapi (>= 0.5),
shinydisconnect"		MIT + file LICENSE					no	4.1.0
combinat	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.0-8							GPL-2						4.1.0
coMethDMR	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.99.6		R (>= 4.1)	"BiocParallel, bumphunter, dplyr, ExperimentHub, GenomicRanges,
IRanges, lmerTest, methods, rlang, sesameData, stats, tidyr,
utils"		"BiocStyle, corrplot, GenoGAM, knitr, rmarkdown, testthat,
IlluminaHumanMethylation450kanno.ilmn12.hg19,
IlluminaHumanMethylationEPICanno.ilm10b2.hg19"		GPL-3					no	4.1.0
CommonJavaJars	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0-6		R (>= 2.8.0)			rJava, knitr		GPL-2					no	4.1.0
commonmark	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.7					curl, testthat, xml2		BSD_2_clause + file LICENSE					yes	4.1.0
commonsMath	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.2.5					"rscala (>= 3.2.17), rJava (>= 0.9-10), testthat, knitr,
rmarkdown"		Apache License 2.0 | file LICENSE					no	4.1.0
ComplexHeatmap	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.8.0		R (>= 3.5.0), methods, grid, graphics, stats, grDevices	"circlize (>= 0.4.5), GetoptLong, colorspace, clue,
RColorBrewer, GlobalOptions (>= 0.1.0), png, Cairo, digest,
IRanges, matrixStats, foreach, doParallel"		"testthat (>= 1.0.0), knitr, markdown, dendsort, jpeg, tiff,
fastcluster, EnrichedHeatmap, dendextend (>= 1.0.1), grImport,
grImport2, glue, GenomicRanges, gridtext, pheatmap (>= 1.0.12),
gridGraphics, gplots"		MIT + file LICENSE					no	4.1.0
compositions	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.0-1		R (>= 2.2.0)	"methods, utils, grDevices, stats, tensorA, robustbase, bayesm,
graphics, MASS"		rgl, combinat, energy, knitr, rmarkdown		GPL (>= 2)					yes	4.1.0
CompQuadForm	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.4.3							GPL (>= 2)					yes	4.1.0
config	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.3.1			yaml (>= 2.1.19)		testthat, knitr, rmarkdown, covr, spelling		GPL-3					no	4.1.0
conquer	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.2		R (>= 3.5.0)	Rcpp (>= 1.0.3), Matrix, matrixStats, stats	Rcpp, RcppArmadillo (>= 0.9.850.1.0)			GPL-3					yes	4.1.0
copula	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0-1		R (>= 3.5.0)	"stats, graphics, methods, stats4, Matrix, lattice, colorspace,
gsl, ADGofTest, stabledist (>= 0.6-4), mvtnorm, pcaPP, pspline,
numDeriv"		"MASS, KernSmooth, sfsmisc, scatterplot3d, Rmpfr, bbmle,
knitr, rmarkdown, abind, crop, gridExtra, lcopula, mev,
mvnormtest, parallel, partitions, polynom, qrng, randtoolbox,
rugarch, Runuran, tseries, VGAM, VineCopula, zoo"	nor1mix, copulaData	GPL (>= 3) | file LICENCE					yes	4.1.0
CopyscAT	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.30		"R (>= 3.5.0), viridis (>= 0.5.1), NMF (>= 0.23.0), fastcluster
(>= 1.1.25), biomaRt (>= 2.42.1), Rtsne (>= 0.15), FNN (>=
1.1.3), igraph (>= 1.2.5), data.table (>= 1.12.8), changepoint
(>= 2.2.2), zoo (>= 1.8.8), mclust (>= 5.4.6), stringr (>=
1.4.0), edgeR (>= 3.28.1), limma (>= 3.42.2), tidyr (>= 1.1.0),
tibble (>= 3.0.3), gplots (>= 3.0.4), dplyr (>= 1.0.0),
rtracklayer (>= 1.46.0), sp (>= 1.4.0), ggplot2 (>= 3.3.0),
jsonlite (>= 1.7.0)"										no	4.1.0
corpcor	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.6.9		R (>= 3.0.2)	stats		""		GPL (>= 3)					no	4.1.0
corrplot	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.88					knitr, RColorBrewer, rmarkdown, prettydoc, testthat		MIT + file LICENSE					no	4.1.0
covarianceSelection	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.0.0000		R (>= 3.3.0)	"igraph, glmnet, Matrix, foreach, doMC, org.Hs.eg.db, DBI,
dequer, hash, MASS, huge"		testthat		MIT +file LICENSE					no	4.1.0
covr	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	3.5.1		R (>= 3.1.0), methods	"digest, stats, utils, jsonlite, rex, httr, crayon, withr (>=
1.0.2), yaml"		"R6, curl, knitr, rmarkdown, htmltools, DT (>= 0.2), testthat,
rlang, rstudioapi (>= 0.2), xml2 (>= 1.0.0), parallel, memoise,
mockery"		GPL-3					yes	4.1.0
cowplot	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.1.1		R (>= 3.5.0)	"ggplot2 (> 2.2.1), grid, gtable, grDevices, methods, rlang,
scales"		"Cairo, covr, dplyr, forcats, gridGraphics (>= 0.4-0), knitr,
lattice, magick, maps, PASWR, patchwork, rmarkdown, ragg,
testthat (>= 1.0.0), tidyr, vdiffr (>= 0.3.0), VennDiagram"		GPL-2					no	4.1.0
coxme	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.2-16	optional	survival (>= 2.36.14), methods, bdsmatrix(>= 1.3), R(>= 2.10)	nlme, Matrix (>= 1.0)	bdsmatrix	mvtnorm, kinship2		LGPL-2					yes	4.1.0
cpp11	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.2.7					"bench, brio, callr, cli, covr, decor, desc, ggplot2, glue,
knitr, lobstr, mockery, progress, rmarkdown, scales, testthat,
tibble, utils, vctrs, withr"		MIT + file LICENSE					no	4.1.0
crayon	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.4.1			grDevices, methods, utils		mockery, rstudioapi, testthat, withr		MIT + file LICENSE					no	4.1.0
credentials	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.3.0			openssl (>= 1.3), sys (>= 2.1), curl, jsonlite, askpass		testthat, knitr, rmarkdown		MIT + file LICENSE					no	4.1.0
crochet	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.3.0		R (>= 3.0.0)	methods		tinytest, knitr, rmarkdown		MIT + file LICENSE					no	4.1.0
crosstalk	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.1.1			htmltools (>= 0.3.6), jsonlite, lazyeval, R6		shiny, ggplot2, testthat (>= 2.1.0)		MIT + file LICENSE					no	4.1.0
crul	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.1.0			"curl (>= 3.3), R6 (>= 2.2.0), urltools (>= 1.6.0), httpcode
(>= 0.2.0), jsonlite, mime"		"testthat, roxygen2 (>= 7.1.1), fauxpas (>= 0.1.0), webmockr
(>= 0.1.0), knitr, rmarkdown"		MIT + file LICENSE					no	4.1.0
csSAM	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.2.4		R (>= 2.15), compiler					LGPL					no	4.1.0
cubature	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.0.4.2			Rcpp	Rcpp	testthat, knitr, mvtnorm, benchr, rmarkdown		GPL-3					yes	4.1.0
Cubist	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.3.0		lattice	reshape2, utils		"mlbench, knitr, modeldata, dplyr (>= 0.7.4), rlang,
tidyrules, rmarkdown"		GPL-3					yes	4.1.0
curl	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	4.3.1		R (>= 3.0.0)			"spelling, testthat (>= 1.0.0), knitr, jsonlite, rmarkdown,
magrittr, httpuv (>= 1.4.4), webutils"		MIT + file LICENSE					yes	4.1.0
curry	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.1.1							GPL (>= 2)					no	4.1.0
CVST	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.2-2		kernlab,Matrix					GPL (>= 2.0)					no	4.1.0
d3Network	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.5.2.1		R (>= 3.0.0)	plyr, rjson, whisker		RCurl		GPL (>= 3)					no	4.1.0
data.table	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.14.0		R (>= 3.1.0)	methods		"bit64 (>= 4.0.0), bit (>= 4.0.4), curl, R.utils, xts,
nanotime, zoo (>= 1.8-1), yaml, knitr, rmarkdown"		MPL-2.0 | file LICENSE					yes	4.1.0
data.tree	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.0		R (>= 3.5)	R6, stringi, methods		"Formula, graphics, testthat, knitr, rmarkdown, ape, yaml,
networkD3, jsonlite, treemap, party, partykit, doParallel,
foreach, htmlwidgets, DiagrammeR (>= 1.0.0), mockery, rpart"	igraph	GPL (>= 2)					no	4.1.0
DataCombine	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.2.21		R (>= 3.0.2)	data.table, dplyr (>= 0.4)		devtools, testthat		GPL (>= 3)					no	4.1.0
date	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.2-39			graphics				GPL-2					yes	4.1.0
DBI	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.1.1		methods, R (>= 3.0.0)			"blob, covr, dbplyr, dplyr, glue, hms, knitr, magrittr,
rmarkdown, rprojroot, RMariaDB, RSQLite (>= 1.1-2), testthat,
xml2"		LGPL (>= 2.1)					no	4.1.0
DBItest	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.7.0		R (>= 3.2.0)	"blob (>= 1.2.0), callr, DBI (>= 1.1.0), desc, hms (>= 0.5.0),
lubridate, methods, R6, rlang (>= 0.2.0), testthat (>= 2.0.0),
withr"		debugme, devtools, knitr, lintr, rmarkdown, RSQLite		LGPL (>= 2.1)					no	4.1.0
dbplyr	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.1.1		R (>= 3.1)	"assertthat (>= 0.2.0), blob (>= 1.2.0), DBI (>= 1.0.0), dplyr
(>= 1.0.4), ellipsis, glue (>= 1.2.0), lifecycle (>= 1.0.0),
magrittr, methods, purrr (>= 0.2.5), R6 (>= 2.2.2), rlang (>=
0.2.0), tibble (>= 1.4.2), tidyselect (>= 0.2.4), utils, vctrs,
withr"		"bit64, covr, knitr, Lahman, nycflights13, odbc, RMariaDB (>=
1.0.2), rmarkdown, RPostgres (>= 1.1.3), RPostgreSQL, RSQLite
(>= 2.1.0), testthat (>= 3.0.2), tidyr"		MIT + file LICENSE					no	4.1.0
dbscan	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.1-8			Rcpp (>= 1.0.0), graphics, stats	Rcpp	"fpc, microbenchmark, testthat, dendextend, igraph, knitr,
rmarkdown"		GPL (>= 2)					yes	4.1.0
dccvalidator	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.3.0		R (>= 3.4), shinyBS	"config, ggplot2, glue, golem, htmltools, knitr, markdown,
purrr, reactable, readr, readxl, reticulate, rlang, shiny,
shinydashboard, shinyjs, skimr, stats, tibble, tools, utils,
visdat"		"covr, jsonlite, jsonvalidate, rmarkdown (>= 1.16.2), stringr,
testthat, withr"		MIT + file LICENSE					no	4.1.0
ddalpha	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.3.11		"R (>= 2.10), stats, utils, graphics, grDevices, MASS, class,
robustbase, sfsmisc, geometry"	Rcpp (>= 0.11.0)	BH, Rcpp			GPL-2					yes	4.1.0
debugme	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.1.0			crayon, grDevices		covr, mockery, R6, testthat, withr		MIT + file LICENSE					no	4.1.0
DecorateR	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.1.2		R(>= 2.10.0)	RWeka, RWekajars, rJava, stats				GPL (>= 2)					no	4.1.0
deldir	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.2-10		R (>= 3.5.0)	graphics, grDevices		polyclip		GPL (>= 2)					yes	4.1.0
dendextend	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.15.1		R (>= 3.0.0)	utils, stats, datasets, magrittr (>= 1.0.1), ggplot2, viridis		"knitr, rmarkdown, testthat, seriation, colorspace, ape,
microbenchmark, gplots, heatmaply, dynamicTreeCut, pvclust,
corrplot, DendSer, MASS, cluster, fpc, circlize (>= 0.2.5),
covr"	ggdendro, dendroextras, Hmisc, data.table, rpart	GPL-2 | GPL-3					no	4.1.0
DendSer	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.1		gclus,seriation					GPL-2					yes	4.1.0
denstrip	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.5.4		R (>= 2.15)	lattice			survival	GPL (>= 2)					no	4.1.0
DEoptimR	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0-9			stats			robustbase	GPL (>= 2)					no	4.1.0
dequer	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.0-1		R (>= 3.1.0)					BSD 2-clause License + file LICENSE					yes	4.1.0
Deriv	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	4.1.3			methods		testthat		GPL (>= 3)					no	4.1.0
desc	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.3.0		R (>= 3.1.0)	utils, R6, crayon, rprojroot		covr, testthat, whoami, withr, spelling, gh		MIT + file LICENSE					no	4.1.0
descr	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.1.5			xtable, utils, grDevices, graphics, stats				GPL (>= 2)					yes	4.1.0
DescTools	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.99.41		base, stats, R (>= 3.6.0)	"graphics, grDevices, methods, MASS, utils, boot, mvtnorm,
expm, Rcpp (>= 0.12.10), rstudioapi, Exact, gld, data.table"	Rcpp, BH	RDCOMClient, tcltk, VGAM, R.rsp		GPL (>= 2)					yes	4.1.0
deSolve	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.28		R (>= 3.3.0)	methods, graphics, grDevices, stats		scatterplot3d, FME		GPL (>= 2)					yes	4.1.0
destiny	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	3.1.1		R (>= 3.4.0)	"methods, graphics, grDevices, utils, stats, Matrix, Rcpp (>=
0.10.3), RcppEigen, RSpectra (>= 0.14-0), irlba, pcaMethods,
Biobase, BiocGenerics, SummarizedExperiment,
SingleCellExperiment, ggplot2, ggplot.multistats, tidyr,
tidyselect, ggthemes, VIM, knn.covertree, proxy, RcppHNSW,
smoother, scales, scatterplot3d"	Rcpp, RcppEigen, grDevices	nbconvertR (>= 1.3.2), igraph, testthat, FNN, tidyr	rgl, SingleCellExperiment	GPL					yes	4.1.0
devtools	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.4.1		R (>= 3.0.2), usethis (>= 2.0.1)	"callr (>= 3.6.0), cli (>= 2.4.0), desc (>= 1.3.0), ellipsis
(>= 0.3.1), fs (>= 1.5.0), httr (>= 1.4.2), lifecycle (>=
1.0.0), memoise (>= 2.0.0), pkgbuild (>= 1.2.0), pkgload (>=
1.2.1), rcmdcheck (>= 1.3.3), remotes (>= 2.3.0), rlang (>=
0.4.10), roxygen2 (>= 7.1.1), rstudioapi (>= 0.13), rversions
(>= 2.0.2), sessioninfo (>= 1.1.1), stats, testthat (>= 3.0.2),
tools, utils, withr (>= 2.4.1)"		"BiocManager (>= 1.30.12), covr (>= 3.5.1), curl (>= 4.3),
digest (>= 0.6.27), DT (>= 0.17), foghorn (>= 1.3.2), gh (>=
1.2.1), gmailr (>= 1.0.0), knitr (>= 1.31), lintr (>= 2.0.1),
MASS, mockery (>= 0.4.2), pingr (>= 2.0.1), pkgdown (>= 1.6.1),
rhub (>= 1.1.1), rmarkdown (>= 2.7), spelling (>= 2.2)"		MIT + file LICENSE					no	4.1.0
dfidx	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.0-4		R (>= 2.10)	dplyr, Formula		knitr, rmarkdown, AER, mlogit, plm		GPL (>= 2)					no	4.1.0
dfoptim	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2020.10-1		R (>= 2.10.1)					GPL (>= 2)					no	4.1.0
diagram	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.6.5		R (>= 2.01), shape	stats, graphics				GPL (>= 2)					no	4.1.0
DiagrammeR	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.6.1		R (>= 3.2.0)	"dplyr (>= 0.7.6), downloader (>= 0.4), glue (>= 1.3.0),
htmltools (>= 0.3.6), htmlwidgets (>= 1.2), igraph (>= 1.2.2),
influenceR (>= 0.1.0), magrittr (>= 1.5), purrr (>= 0.2.5),
RColorBrewer (>= 1.1-2), readr (>= 1.1.1), rlang (>= 0.2.2),
rstudioapi (>= 0.7), scales (>= 1.0.0), stringr (>= 1.3.1),
tibble (>= 1.4.2), tidyr (>= 0.8.1), viridis (>= 0.5.1),
visNetwork (>= 2.0.4)"		covr, DiagrammeRsvg, rsvg, knitr, testthat, rmarkdown		MIT + file LICENSE					no	4.1.0
dichromat	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.0-0		R (>= 2.10), stats					GPL-2						4.1.0
diffobj	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.3.4		R (>= 3.1.0)	crayon (>= 1.3.2), tools, methods, utils, stats		knitr, rmarkdown		GPL (>= 2)					yes	4.1.0
diffusionMap	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.2.0		R (>= 2.10)	scatterplot3d, graphics, igraph, Matrix, stats				GPL-3					no	4.1.0
digest	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.6.27		R (>= 3.3.0)	utils		tinytest, knitr, rmarkdown, minidown		GPL (>= 2)					yes	4.1.0
dimRed	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.2.3		R (>= 3.0.0), DRR	magrittr, methods		"NMF, MASS, Matrix, RANN, RSpectra, Rtsne, cccd, coRanking,
diffusionMap, energy, fastICA, ggplot2, graphics, igraph,
keras, kernlab, knitr, lle, loe, optimx, pcaL1, pcaPP,
reticulate, rgl, scales, scatterplot3d, stats, tensorflow,
testthat, tidyr, tinytex, umap, vegan"		GPL-3 | file LICENSE					yes	4.1.0
diptest	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.76-0			graphics, stats				GPL (>= 2)					yes	4.1.0
dir.expiry	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.0			utils, filelock		rmarkdown, knitr, testthat, BiocStyle		GPL-3					no	4.1.0
directlabels	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2021.1.13			grid, quadprog		"MASS, knitr, markdown, inlinedocs, RColorBrewer, ggplot2 (>=
2.0), rlang, lattice, alphahull, nlme, lars, latticeExtra,
dplyr, ggthemes, testthat"		GPL-3					no	4.1.0
discretecdAlgorithm	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.0.7		R (>= 3.2.3)	Rcpp (>= 0.11.0), sparsebnUtils (>= 0.0.4), igraph	Rcpp, RcppEigen	testthat,		GPL (>= 2)					yes	4.1.0
distr	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.8.0		R(>= 2.14.0), methods, graphics, startupmsg, sfsmisc	stats, grDevices, utils, MASS		distrEx, svUnit (>= 0.7-11), knitr		LGPL-3					yes	4.1.0
distrEx	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.8.0		R(>= 3.4), methods, distr(>= 2.8.0)	startupmsg, utils, stats		tcltk		LGPL-3					yes	4.1.0
distributional	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.2.2			"vctrs (>= 0.3.0), rlang (>= 0.4.5), generics, ellipsis, stats,
numDeriv, ggplot2, scales, farver, digest, utils, lifecycle"		testthat (>= 2.1.0), covr, mvtnorm, actuar, ggdist		GPL-3					no	4.1.0
DistributionUtils	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.6-0		R (>= 3.0.1)			GeneralizedHyperbolic, VarianceGamma, SkewHyperbolic, RUnit		GPL (>= 2)					yes	4.1.0
dlm	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.1-5			stats, utils, methods, grDevices, graphics		MASS		GPL (>= 2)					yes	4.1.0
doBy	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	4.6.10		R (>= 3.6.0), methods	"broom, curry, Deriv, dplyr, ggplot2, MASS, Matrix, magrittr,
microbenchmark, pbkrtest (>= 0.4-8.1), tibble"		multcomp, geepack, lme4, survival, testthat (>= 2.1.0), knitr		GPL (>= 2)					no	4.1.0
dockerfiler	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.1.3			attempt, glue, R6, utils		covr, testthat, knitr, rmarkdown		MIT + file LICENSE					no	4.1.0
docopt	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.7.1			methods		testthat		MIT + file LICENSE					no	4.1.0
doMC	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.3.7		"R (>= 2.14.0), foreach(>= 1.2.0), iterators(>= 1.0.0),
parallel"	utils			compiler, RUnit	GPL-2			unix		no	4.1.0
doParallel	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.16		"R (>= 2.14.0), foreach(>= 1.2.0), iterators(>= 1.0.0),
parallel, utils"			caret, mlbench, rpart, RUnit	compiler	GPL-2					no	4.1.0
doRNG	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.8.2		R (>= 3.0.0), foreach, rngtools (>= 1.5)	stats, utils, iterators		"doParallel, doMPI, doRedis, rbenchmark, devtools, knitr,
bibtex, testthat, pkgmaker (>= 0.31)"		GPL (>= 2)					no	4.1.0
dotCall64	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0-1		R (>= 3.1)			"microbenchmark, OpenMPController, RColorBrewer, roxygen2,
spam, testthat,"		GPL (>= 2)					yes	4.1.0
DoubletFinder	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.0.3			fields, KernSmooth, ROCR, parallel				CC-0					no	4.1.0
downloader	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.4			utils, digest		testthat		GPL-2					no	4.1.0
dplyr	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.6		R (>= 3.3.0)	"ellipsis, generics, glue (>= 1.3.2), lifecycle (>= 1.0.0),
magrittr (>= 1.5), methods, R6, rlang (>= 0.4.10), tibble (>=
2.1.3), tidyselect (>= 1.1.0), utils, vctrs (>= 0.3.5), pillar
(>= 1.5.1)"		"bench, broom, callr, covr, DBI, dbplyr (>= 1.4.3), knitr,
Lahman, lobstr, microbenchmark, nycflights13, purrr, rmarkdown,
RMySQL, RPostgreSQL, RSQLite, testthat (>= 3.0.2), tidyr, withr"		MIT + file LICENSE					yes	4.1.0
dqrng	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.3.0		R (>= 3.1.0)	Rcpp (>= 0.12.16)	Rcpp, BH (>= 1.64.0-1), sitmo (>= 2.0.0)	testthat, knitr, rmarkdown		AGPL-3 | file LICENSE					yes	4.1.0
DRR	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.0.4		kernlab, CVST, Matrix	stats, methods		knitr, rmarkdown		GPL-3 | file LICENSE					no	4.1.0
